"","player1","player2","win1","win2"
"2930","Kiki Bertens","Viktorija Golubic",0,1
"2931","Kiki Bertens","Xin Yu Wang",1,0
"2932","Kiki Bertens","Yaroslava Shvedova",0,1
"2933","Kim Clijsters","Su Wei Hsieh",0,1
"2934","Kimberly Birrell","Mona Barthel",0,1
"2935","Kimberly Birrell","Petra Martic",0,1
"2936","Kimiko Date Krumm","Laura Robson",1,0
"2937","Kimiko Date Krumm","Magdalena Rybarikova",0,1
"2938","Kimiko Date Krumm","Maria Kirilenko",1,1
"2939","Kimiko Date Krumm","Misaki Doi",0,1
"2940","Kimiko Date Krumm","Monica Niculescu",0,1
"2941","Kimiko Date Krumm","Nadia Petrova",1,0
"2942","Kimiko Date Krumm","Paula Ormaechea",0,1
"2943","Kimiko Date Krumm","Samantha Stosur",0,2
"2944","Kimiko Date Krumm","Serena Williams",0,1
"2945","Kimiko Date Krumm","Shahar Peer",1,0
"2946","Kimiko Date Krumm","Venus Williams",0,1
"2947","Kirsten Flipkens","Klara Koukalova",1,0
"2948","Kirsten Flipkens","Laura Siegemund",1,0
"2949","Kirsten Flipkens","Lesia Tsurenko",1,0
"2950","Kirsten Flipkens","Madison Keys",1,0
"2951","Kirsten Flipkens","Magdalena Rybarikova",0,3
"2952","Kirsten Flipkens","Maria Sharapova",0,1
"2953","Kirsten Flipkens","Marion Bartoli",0,1
"2954","Kirsten Flipkens","Michaella Krajicek",1,0
"2955","Kirsten Flipkens","Mona Barthel",1,1
"2956","Kirsten Flipkens","Monica Niculescu",2,0
"2957","Kirsten Flipkens","Nina Bratchikova",1,0
"2958","Kirsten Flipkens","Pauline Parmentier",1,0
"2959","Kirsten Flipkens","Petra Kvitova",2,0
"2960","Kirsten Flipkens","Polona Hercog",0,1
"2961","Kirsten Flipkens","Romina Oprandi",0,1
"2962","Kirsten Flipkens","Sara Errani",0,1
"2963","Kirsten Flipkens","Serena Williams",0,1
"2964","Kirsten Flipkens","Shahar Peer",1,0
"2965","Kirsten Flipkens","Simona Halep",0,1
"2966","Kirsten Flipkens","Sofia Kenin",0,1
"2967","Kirsten Flipkens","Stefanie Voegele",1,0
"2968","Kirsten Flipkens","Urszula Radwanska",2,0
"2969","Kirsten Flipkens","Valeria Savinykh",1,0
"2970","Kirsten Flipkens","Venus Williams",1,2
"2971","Kirsten Flipkens","Vesna Dolonc",1,0
"2972","Kirsten Flipkens","Victoria Azarenka",0,1
"2973","Kirsten Flipkens","Yanina Wickmayer",0,2
"2974","Kirsten Flipkens","Yaroslava Shvedova",0,1
"2975","Kirsten Flipkens","Yulia Putintseva",1,0
"2976","Klara Koukalova","Kristyna Pliskova",1,0
"2977","Klara Koukalova","Laura Robson",0,1
"2978","Klara Koukalova","Lauren Davis",0,1
"2979","Klara Koukalova","Lucie Safarova",1,1
"2980","Klara Koukalova","Maria Kirilenko",1,1
"2981","Klara Koukalova","Maria Sharapova",0,2
"2982","Klara Koukalova","Maria Teresa Torro Flor",0,1
"2983","Klara Koukalova","Marion Bartoli",1,1
"2984","Klara Koukalova","Monica Niculescu",1,0
"2985","Klara Koukalova","Monica Puig",1,0
"2986","Klara Koukalova","Na Li",0,2
"2987","Klara Koukalova","Petra Kvitova",0,2
"2988","Klara Koukalova","Polona Hercog",0,1
"2989","Klara Koukalova","Richel Hogenkamp",1,0
"2990","Klara Koukalova","Sara Errani",0,2
"2991","Klara Koukalova","Serena Williams",0,1
"2992","Klara Koukalova","Shahar Peer",1,0
"2993","Klara Koukalova","Sloane Stephens",1,0
"2994","Klara Koukalova","Stefanie Voegele",0,1
"2995","Klara Koukalova","Su Wei Hsieh",0,1
"2996","Klara Koukalova","Timea Babos",1,0
"2997","Klara Koukalova","Tsvetana Pironkova",0,1
"2998","Klara Koukalova","Varvara Lepchenko",1,0
"2999","Kristie Ahn","Sloane Stephens",0,1
"3000","Kristie Ahn","Viktorija Golubic",0,1
"3001","Kristina Kucova","Leylah Fernandez",0,1
"3002","Kristina Kucova","Maryna Zanevska",0,1
"3003","Kristina Kucova","Mona Barthel",1,0
"3004","Kristina Kucova","Shelby Rogers",0,1
"3005","Kristina Kucova","Simona Halep",0,1
"3006","Kristina Kucova","Sloane Stephens",1,0
"3007","Kristina Kucova","Su Wei Hsieh",0,1
"3008","Kristina Kucova","Tamara Korpatsch",1,0
"3009","Kristina Kucova","Tereza Martincova",0,1
"3010","Kristina Kucova","Urszula Radwanska",1,0
"3011","Kristina Mladenovic","Kurumi Nara",1,0
"3012","Kristina Mladenovic","Lauren Davis",1,0
"3013","Kristina Mladenovic","Margarita Gasparyan",1,0
"3014","Kristina Mladenovic","Maria Joao Koehler",1,0
"3015","Kristina Mladenovic","Maria Kirilenko",0,1
"3016","Kristina Mladenovic","Maria Sakkari",1,0
"3017","Kristina Mladenovic","Maria Sharapova",0,1
"3018","Kristina Mladenovic","Melanie Oudin",1,0
"3019","Kristina Mladenovic","Melinda Czink",1,0
"3020","Kristina Mladenovic","Mihaela Buzarnescu",1,0
"3021","Kristina Mladenovic","Mona Barthel",0,1
"3022","Kristina Mladenovic","Monica Niculescu",0,1
"3023","Kristina Mladenovic","Na Lae Han",1,0
"3024","Kristina Mladenovic","Nao Hibino",1,0
"3025","Kristina Mladenovic","Nika Radisic",1,0
"3026","Kristina Mladenovic","Paula Badosa",0,2
"3027","Kristina Mladenovic","Petra Kvitova",1,0
"3028","Kristina Mladenovic","Petra Martic",2,1
"3029","Kristina Mladenovic","Sabine Lisicki",0,2
"3030","Kristina Mladenovic","Samantha Stosur",0,1
"3031","Kristina Mladenovic","Shelby Rogers",0,1
"3032","Kristina Mladenovic","Shuai Zhang",0,1
"3033","Kristina Mladenovic","Silvia Soler Espinosa",1,0
"3034","Kristina Mladenovic","Sloane Stephens",0,2
"3035","Kristina Mladenovic","Tara Moore",1,0
"3036","Kristina Mladenovic","Tatjana Maria",1,0
"3037","Kristina Mladenovic","Timea Babos",1,0
"3038","Kristina Mladenovic","Tsvetana Pironkova",0,1
"3039","Kristina Mladenovic","Victoria Duval",1,0
"3040","Kristina Mladenovic","Yanina Wickmayer",1,0
"3041","Kristina Mladenovic","Yulia Putintseva",1,0
"3042","Kristina Mladenovic","Zarina Diyas",1,0
"3043","Kristyna Pliskova","Magda Linette",0,1
"3044","Kristyna Pliskova","Petra Kvitova",0,1
"3045","Kristyna Pliskova","Sabine Lisicki",0,1
"3046","Kristyna Pliskova","Sorana Cirstea",0,1
"3047","Kristyna Pliskova","Tamara Zidansek",0,1
"3048","Kristyna Pliskova","Tereza Martincova",0,1
"3049","Kristyna Pliskova","Varvara Gracheva",0,1
"3050","Kristyna Pliskova","Vera Zvonareva",0,1
"3051","Kristyna Pliskova","Zarina Diyas",0,1
"3052","Ksenia Pervak","Lauren Davis",0,1
"3053","Ksenia Pervak","Magdalena Rybarikova",0,1
"3054","Ksenia Pervak","Roberta Vinci",0,1
"3055","Ksenia Pervak","Victoria Azarenka",0,1
"3056","Kurumi Nara","Su Wei Hsieh",0,1
"3057","Kurumi Nara","Veronika Kudermetova",0,1
"3058","Kyra Shroff","Yaroslava Shvedova",0,1
"3059","Lara Arruabarrena","Lesia Tsurenko",0,1
"3060","Lara Arruabarrena","Maria Sharapova",0,1
"3061","Lara Arruabarrena","Roberta Vinci",1,0
"3062","Lara Arruabarrena","Sesil Karatantcheva",1,0
"3063","Lara Arruabarrena","Simona Halep",0,1
"3064","Lara Arruabarrena","Su Jeong Jang",1,0
"3065","Lara Arruabarrena","Su Wei Hsieh",0,1
"3066","Lara Arruabarrena","Varvara Gracheva",0,1
"3067","Lara Arruabarrena","Varvara Lepchenko",1,0
"3068","Lara Arruabarrena","Yaroslava Shvedova",0,1
"3069","Lara Arruabarrena","Yuliana Lizarazo",1,0
"3070","Laura Robson","Lourdes Dominguez Lino",1,1
"3071","Laura Robson","Magdalena Rybarikova",1,0
"3072","Laura Robson","Margarida Moura",1,0
"3073","Laura Robson","Maria Kirilenko",1,0
"3074","Laura Robson","Mariana Duque Marino",1,0
"3075","Laura Robson","Marina Erakovic",1,0
"3076","Laura Robson","Melanie Oudin",1,0
"3077","Laura Robson","Monica Niculescu",0,1
"3078","Laura Robson","Na Li",0,1
"3079","Laura Robson","Paula Ormaechea",0,1
"3080","Laura Robson","Petra Kvitova",1,1
"3081","Laura Robson","Saisai Zheng",1,0
"3082","Laura Robson","Serena Williams",0,1
"3083","Laura Robson","Sloane Stephens",0,2
"3084","Laura Robson","Venus Williams",1,0
"3085","Laura Robson","Yulia Putintseva",0,1
"3086","Laura Robson","Yuliya Beygelzimer",1,0
"3087","Laura Siegemund","Nadia Podoroska",0,1
"3088","Laura Siegemund","Serena Williams",0,1
"3089","Laura Siegemund","Simona Halep",0,1
"3090","Laura Siegemund","Victoria Azarenka",0,2
"3091","Laura Siegemund","Yulia Putintseva",0,1
"3092","Lauren Davis","Lucie Safarova",0,2
"3093","Lauren Davis","Madison Brengle",1,0
"3094","Lauren Davis","Madison Keys",1,1
"3095","Lauren Davis","Magdalena Rybarikova",0,1
"3096","Lauren Davis","Marion Bartoli",0,1
"3097","Lauren Davis","Mayar Sherif",1,0
"3098","Lauren Davis","Mona Barthel",1,0
"3099","Lauren Davis","Na Li",0,1
"3100","Lauren Davis","Nuria Parrizas Diaz",1,0
"3101","Lauren Davis","Olga Puchkova",1,0
"3102","Lauren Davis","Paula Badosa",0,1
"3103","Lauren Davis","Shuai Zhang",0,1
"3104","Lauren Davis","Simona Halep",0,1
"3105","Lauren Davis","Sloane Stephens",0,1
"3106","Lauren Davis","Sofia Kenin",1,0
"3107","Lauren Davis","Sorana Cirstea",1,0
"3108","Lauren Davis","Svetlana Kuznetsova",1,0
"3109","Lauren Davis","Tsvetana Pironkova",0,1
"3110","Lauren Davis","Viktorija Golubic",0,1
"3111","Lauren Davis","Viktoriya Tomova",1,0
"3112","Leonie Kung","Sara Sorribes Tormo",0,1
"3113","Leonie Kung","Tereza Martincova",0,1
"3114","Leonie Kung","Xin Yu Wang",0,1
"3115","Lesia Tsurenko","Lucie Safarova",0,1
"3116","Lesia Tsurenko","Madison Keys",0,1
"3117","Lesia Tsurenko","Maria Sanchez",1,0
"3118","Lesia Tsurenko","Marketa Vondrousova",0,1
"3119","Lesia Tsurenko","Petra Kvitova",0,1
"3120","Lesia Tsurenko","Qinwen Zheng",1,0
"3121","Lesia Tsurenko","Rebecca Peterson",0,1
"3122","Lesia Tsurenko","Sara Sorribes Tormo",0,1
"3123","Lesia Tsurenko","Silvia Soler Espinosa",0,1
"3124","Lesia Tsurenko","Simona Halep",0,1
"3125","Lesia Tsurenko","Sorana Cirstea",0,2
"3126","Lesia Tsurenko","Stefanie Voegele",1,0
"3127","Lesia Tsurenko","Su Wei Hsieh",0,1
"3128","Lesia Tsurenko","Svetlana Kuznetsova",0,1
"3129","Lesia Tsurenko","Varvara Gracheva",0,1
"3130","Lesia Tsurenko","Varvara Lepchenko",0,1
"3131","Lesia Tsurenko","Vitalia Diatchenko",1,0
"3132","Lesia Tsurenko","Yaroslava Shvedova",1,0
"3133","Lesia Tsurenko","Yvonne Meusburger",0,1
"3134","Lesley Pattinama Kerkhove","Magda Linette",0,1
"3135","Leylah Fernandez","Madison Keys",0,1
"3136","Leylah Fernandez","Maria Sakkari",0,1
"3137","Leylah Fernandez","Naomi Osaka",1,0
"3138","Leylah Fernandez","Nina Stojanovic",1,0
"3139","Leylah Fernandez","Olga Danilovic",1,0
"3140","Leylah Fernandez","Ons Jabeur",0,1
"3141","Leylah Fernandez","Polona Hercog",1,0
"3142","Leylah Fernandez","Sara Sorribes Tormo",1,0
"3143","Leylah Fernandez","Shelby Rogers",0,1
"3144","Leylah Fernandez","Shuai Zhang",1,0
"3145","Leylah Fernandez","Sloane Stephens",1,0
"3146","Leylah Fernandez","Tamara Zidansek",0,1
"3147","Leylah Fernandez","Viktoria Kuzmova",1,0
"3148","Leylah Fernandez","Viktorija Golubic",1,0
"3149","Leylah Fernandez","Yafan Wang",1,0
"3150","Lin Zhu","Marie Bouzkova",0,1
"3151","Lin Zhu","Saisai Zheng",0,1
"3152","Lina Stanciute","Ons Jabeur",0,1
"3153","Linda Fruhvirtova","Magda Linette",0,1
"3154","Lisa Pigato","Serena Williams",0,1
"3155","Liudmila Samsonova","Madison Keys",1,0
"3156","Liudmila Samsonova","Maria Sakkari",0,1
"3157","Liudmila Samsonova","Marketa Vondrousova",1,0
"3158","Liudmila Samsonova","Misaki Doi",1,0
"3159","Liudmila Samsonova","Nao Hibino",1,0
"3160","Liudmila Samsonova","Oceane Dodin",1,0
"3161","Liudmila Samsonova","Paula Badosa",1,0
"3162","Liudmila Samsonova","Petra Martic",0,2
"3163","Liudmila Samsonova","Sara Sorribes Tormo",0,2
"3164","Liudmila Samsonova","Sloane Stephens",2,0
"3165","Liudmila Samsonova","Stephanie Wagner",1,0
"3166","Liudmila Samsonova","Tsvetana Pironkova",0,1
"3167","Liudmila Samsonova","Veronika Kudermetova",1,1
"3168","Liudmila Samsonova","Victoria Azarenka",1,1
"3169","Lizette Cabrera","Shelby Rogers",0,1
"3170","Lizette Cabrera","Simona Halep",0,1
"3171","Lizette Cabrera","Varvara Gracheva",0,1
"3172","Lizette Cabrera","Zarina Diyas",0,1
"3173","Lourdes Dominguez Lino","Lucie Safarova",0,1
"3174","Lourdes Dominguez Lino","Mandy Minella",2,0
"3175","Lourdes Dominguez Lino","Maria Teresa Torro Flor",1,0
"3176","Lourdes Dominguez Lino","Mariana Duque Marino",1,0
"3177","Lourdes Dominguez Lino","Misaki Doi",1,0
"3178","Lourdes Dominguez Lino","Nastassja Burnett",1,0
"3179","Lourdes Dominguez Lino","Roberta Vinci",0,1
"3180","Lourdes Dominguez Lino","Sara Errani",0,1
"3181","Lourdes Dominguez Lino","Serena Williams",0,2
"3182","Lourdes Dominguez Lino","Simona Halep",1,0
"3183","Lourdes Dominguez Lino","Svetlana Kuznetsova",0,2
"3184","Lourdes Dominguez Lino","Teliana Pereira",1,0
"3185","Lourdes Dominguez Lino","Tsvetana Pironkova",1,0
"3186","Lourdes Dominguez Lino","Yanina Wickmayer",1,0
"3187","Lourdes Dominguez Lino","Yaroslava Shvedova",0,1
"3188","Lucia Bronzetti","Tamara Zidansek",0,1
"3189","Lucia Bronzetti","Yulia Putintseva",0,1
"3190","Lucie Hradecka","Marta Kostyuk",0,1
"3191","Lucie Hradecka","Petra Martic",0,1
"3192","Lucie Safarova","Madison Keys",0,1
"3193","Lucie Safarova","Magdalena Rybarikova",0,1
"3194","Lucie Safarova","Maria Sharapova",0,1
"3195","Lucie Safarova","Maria Teresa Torro Flor",1,0
"3196","Lucie Safarova","Marina Erakovic",1,0
"3197","Lucie Safarova","Mirjana Lucic",3,0
"3198","Lucie Safarova","Mona Barthel",1,1
"3199","Lucie Safarova","Polona Hercog",2,0
"3200","Lucie Safarova","Roberta Vinci",1,2
"3201","Lucie Safarova","Romina Oprandi",0,1
"3202","Lucie Safarova","Sabine Lisicki",0,1
"3203","Lucie Safarova","Samantha Stosur",4,0
"3204","Lucie Safarova","Sara Errani",0,1
"3205","Lucie Safarova","Serena Williams",0,1
"3206","Lucie Safarova","Sesil Karatantcheva",1,0
"3207","Lucie Safarova","Shuai Peng",1,0
"3208","Lucie Safarova","Simona Halep",0,1
"3209","Lucie Safarova","Sorana Cirstea",1,0
"3210","Luksika Kumkhum","Maria Kirilenko",0,1
"3211","Luksika Kumkhum","Saisai Zheng",0,1
"3212","Maddison Inglis","Qiang Wang",0,1
"3213","Maddison Inglis","Rebecca Peterson",0,1
"3214","Maddison Inglis","Sofia Kenin",0,1
"3215","Madison Brengle","Marta Kostyuk",0,1
"3216","Madison Brengle","Shelby Rogers",0,2
"3217","Madison Brengle","Su Wei Hsieh",0,1
"3218","Madison Brengle","Tamara Zidansek",0,1
"3219","Madison Brengle","Viktorija Golubic",0,1
"3220","Madison Keys","Magdalena Frech",1,0
"3221","Madison Keys","Magdalena Rybarikova",1,1
"3222","Madison Keys","Maria Sakkari",0,1
"3223","Madison Keys","Melanie Oudin",1,0
"3224","Madison Keys","Michelle Larcher De Brito",1,0
"3225","Madison Keys","Misaki Doi",1,0
"3226","Madison Keys","Mona Barthel",2,0
"3227","Madison Keys","Monica Niculescu",0,1
"3228","Madison Keys","Monica Puig",0,1
"3229","Madison Keys","Na Li",1,1
"3230","Madison Keys","Oceane Dodin",1,0
"3231","Madison Keys","Petra Kvitova",0,2
"3232","Madison Keys","Sabine Lisicki",0,1
"3233","Madison Keys","Samantha Stosur",0,2
"3234","Madison Keys","Shuai Peng",1,0
"3235","Madison Keys","Shuai Zhang",1,1
"3236","Madison Keys","Sloane Stephens",1,2
"3237","Madison Keys","Tamira Paszek",1,0
"3238","Madison Keys","Venus Williams",0,1
"3239","Madison Keys","Victoria Azarenka",0,1
"3240","Madison Keys","Viktorija Golubic",0,1
"3241","Magda Linette","Nadia Podoroska",0,1
"3242","Magda Linette","Nao Hibino",1,0
"3243","Magda Linette","Oceane Dodin",1,0
"3244","Magda Linette","Olga Puchkova",1,0
"3245","Magda Linette","Ons Jabeur",1,1
"3246","Magda Linette","Paula Badosa",0,1
"3247","Magda Linette","Petra Kvitova",0,1
"3248","Magda Linette","Petra Martic",1,0
"3249","Magda Linette","Rebecca Peterson",1,0
"3250","Magda Linette","Robin Montgomery",1,0
"3251","Magda Linette","Saisai Zheng",0,1
"3252","Magda Linette","Shahar Peer",0,1
"3253","Magda Linette","Simona Halep",0,1
"3254","Magda Linette","Sorana Cirstea",0,1
"3255","Magda Linette","Victoria Azarenka",0,1
"3256","Magda Linette","Yulia Putintseva",1,0
"3257","Magdalena Rybarikova","Mallory Burdette",1,0
"3258","Magdalena Rybarikova","Marion Bartoli",1,0
"3259","Magdalena Rybarikova","Mathilde Johansson",1,0
"3260","Magdalena Rybarikova","Melanie South",1,0
"3261","Magdalena Rybarikova","Mona Barthel",1,0
"3262","Magdalena Rybarikova","Pauline Parmentier",1,0
"3263","Magdalena Rybarikova","Romina Oprandi",1,0
"3264","Magdalena Rybarikova","Sabine Lisicki",0,1
"3265","Magdalena Rybarikova","Sara Errani",0,1
"3266","Magdalena Rybarikova","Serena Williams",0,1
"3267","Magdalena Rybarikova","Shuai Zhang",0,1
"3268","Magdalena Rybarikova","Simona Halep",0,1
"3269","Magdalena Rybarikova","Sloane Stephens",0,1
"3270","Magdalena Rybarikova","Stephanie Foretz Gacon",1,0
"3271","Magdalena Rybarikova","Su Wei Hsieh",1,0
"3272","Magdalena Rybarikova","Svetlana Kuznetsova",0,1
"3273","Magdalena Rybarikova","Urszula Radwanska",0,1
"3274","Magdalena Rybarikova","Varvara Lepchenko",1,0
"3275","Magdalena Rybarikova","Venus Williams",0,1
"3276","Magdalena Rybarikova","Victoria Azarenka",0,1
"3277","Magdalena Rybarikova","Virginie Razzano",1,0
"3278","Magdalena Rybarikova","Yanina Wickmayer",0,1
"3279","Mallory Burdette","Maria Kirilenko",0,1
"3280","Mallory Burdette","Marina Erakovic",0,1
"3281","Mallory Burdette","Sabine Lisicki",0,1
"3282","Mallory Burdette","Serena Williams",0,1
"3283","Mallory Burdette","Svetlana Kuznetsova",0,1
"3284","Mallory Burdette","Urszula Radwanska",0,1
"3285","Mandy Minella","Monica Niculescu",0,1
"3286","Mandy Minella","Na Li",0,1
"3287","Mandy Minella","Nastassja Burnett",1,0
"3288","Mandy Minella","Olga Govortsova",0,2
"3289","Mandy Minella","Olga Puchkova",1,0
"3290","Mandy Minella","Petra Kvitova",0,1
"3291","Mandy Minella","Serena Williams",0,1
"3292","Mandy Minella","Silvia Soler Espinosa",1,1
"3293","Mandy Minella","Sloane Stephens",0,1
"3294","Mandy Minella","Tamara Zidansek",0,1
"3295","Mandy Minella","Tatjana Maria",1,0
"3296","Mandy Minella","Timea Babos",1,0
"3297","Mandy Minella","Varvara Gracheva",2,0
"3298","Mandy Minella","Vesna Dolonc",2,0
"3299","Mara Guth","Nadia Podoroska",0,1
"3300","Margarita Gasparyan","Polona Hercog",0,1
"3301","Maria Joao Koehler","Victoria Azarenka",0,1
"3302","Maria Kirilenko","Maria Sharapova",0,1
"3303","Maria Kirilenko","Michelle Larcher De Brito",1,0
"3304","Maria Kirilenko","Mona Barthel",0,1
"3305","Maria Kirilenko","Nina Bratchikova",1,0
"3306","Maria Kirilenko","Olivia Rogowska",1,0
"3307","Maria Kirilenko","Petra Kvitova",1,0
"3308","Maria Kirilenko","Petra Martic",1,0
"3309","Maria Kirilenko","Sabine Lisicki",1,0
"3310","Maria Kirilenko","Sara Errani",0,2
"3311","Maria Kirilenko","Serena Williams",0,3
"3312","Maria Kirilenko","Shuai Peng",1,0
"3313","Maria Kirilenko","Simona Halep",0,1
"3314","Maria Kirilenko","Sorana Cirstea",1,0
"3315","Maria Kirilenko","Stefanie Voegele",1,0
"3316","Maria Kirilenko","Urszula Radwanska",2,0
"3317","Maria Kirilenko","Vania King",1,0
"3318","Maria Kirilenko","Varvara Lepchenko",1,0
"3319","Maria Kirilenko","Victoria Azarenka",0,1
"3320","Maria Kirilenko","Ximena Hermoso",1,0
"3321","Maria Kirilenko","Yanina Wickmayer",2,1
"3322","Maria Mateas","Polona Hercog",0,1
"3323","Maria Sakkari","Marie Bouzkova",1,0
"3324","Maria Sakkari","Marta Kostyuk",1,0
"3325","Maria Sakkari","Mayar Sherif",1,0
"3326","Maria Sakkari","Naomi Osaka",1,0
"3327","Maria Sakkari","Nina Stojanovic",1,0
"3328","Maria Sakkari","Paula Badosa",0,1
"3329","Maria Sakkari","Petra Kvitova",1,1
"3330","Maria Sakkari","Polona Hercog",1,0
"3331","Maria Sakkari","Shelby Rogers",0,1
"3332","Maria Sakkari","Simona Halep",1,0
"3333","Maria Sakkari","Sofia Kenin",2,0
"3334","Maria Sakkari","Tereza Martincova",1,0
"3335","Maria Sakkari","Veronika Kudermetova",1,0
"3336","Maria Sakkari","Victoria Azarenka",0,1
"3337","Maria Sakkari","Viktorija Golubic",0,1
"3338","Maria Sanchez","Urszula Radwanska",0,1
"3339","Maria Sharapova","Misaki Doi",1,0
"3340","Maria Sharapova","Na Li",1,1
"3341","Maria Sharapova","Olga Puchkova",1,0
"3342","Maria Sharapova","Sabine Lisicki",1,0
"3343","Maria Sharapova","Samantha Stosur",1,0
"3344","Maria Sharapova","Sara Errani",2,1
"3345","Maria Sharapova","Serena Williams",0,4
"3346","Maria Sharapova","Sloane Stephens",2,1
"3347","Maria Sharapova","Su Wei Hsieh",1,0
"3348","Maria Sharapova","Venus Williams",1,0
"3349","Maria Sharapova","Victoria Azarenka",1,0
"3350","Maria Teresa Torro Flor","Marina Erakovic",1,0
"3351","Maria Teresa Torro Flor","Marion Bartoli",0,1
"3352","Maria Teresa Torro Flor","Mathilde Johansson",1,0
"3353","Maria Teresa Torro Flor","Nina Bratchikova",1,0
"3354","Maria Teresa Torro Flor","Paula Ormaechea",0,1
"3355","Maria Teresa Torro Flor","Pauline Parmentier",1,0
"3356","Maria Teresa Torro Flor","Sabine Lisicki",0,1
"3357","Maria Teresa Torro Flor","Teliana Pereira",1,0
"3358","Maria Teresa Torro Flor","Timea Babos",0,1
"3359","Maria Teresa Torro Flor","Yuliya Beygelzimer",1,0
"3360","Maria Teresa Torro Flor","Yvonne Meusburger",1,0
"3361","Mariana Duque Marino","Marion Bartoli",0,1
"3362","Marie Bouzkova","Marketa Vondrousova",0,1
"3363","Marie Bouzkova","Mihaela Buzarnescu",1,0
"3364","Marie Bouzkova","Misaki Doi",0,1
"3365","Marie Bouzkova","Naomi Osaka",0,1
"3366","Marie Bouzkova","Petra Kvitova",0,1
"3367","Marie Bouzkova","Rebecca Peterson",0,1
"3368","Marie Bouzkova","Samantha Stosur",1,0
"3369","Marie Bouzkova","Sara Sorribes Tormo",0,1
"3370","Marie Bouzkova","Shuai Zhang",1,0
"3371","Marie Bouzkova","Su Wei Hsieh",1,0
"3372","Marie Bouzkova","Timea Babos",1,0
"3373","Marie Bouzkova","Vera Zvonareva",0,1
"3374","Marina Erakovic","Monica Niculescu",0,1
"3375","Marina Erakovic","Petra Kvitova",0,1
"3376","Marina Erakovic","Sabine Lisicki",1,1
"3377","Marina Erakovic","Samantha Stosur",0,1
"3378","Marina Erakovic","Shahar Peer",0,1
"3379","Marina Erakovic","Shuai Peng",1,0
"3380","Marina Erakovic","Sloane Stephens",0,1
"3381","Marina Erakovic","Sofia Arvidsson",1,0
"3382","Marina Erakovic","Stefanie Voegele",1,0
"3383","Marina Erakovic","Stephanie Dubois",1,0
"3384","Marina Erakovic","Su Wei Hsieh",1,0
"3385","Marina Erakovic","Trang Huynh Phuong Dai",1,0
"3386","Marina Erakovic","Urszula Radwanska",0,1
"3387","Marina Erakovic","Varatchaya Wongteanchai",1,0
"3388","Marina Melnikova","Tamara Zidansek",0,1
"3389","Marina Melnikova","Varvara Lepchenko",0,1
"3390","Marion Bartoli","Mona Barthel",0,1
"3391","Marion Bartoli","Na Li",0,1
"3392","Marion Bartoli","Olga Govortsova",1,0
"3393","Marion Bartoli","Sabine Lisicki",1,0
"3394","Marion Bartoli","Sara Errani",0,1
"3395","Marion Bartoli","Serena Williams",1,0
"3396","Marion Bartoli","Shuai Peng",0,1
"3397","Marion Bartoli","Simona Halep",0,1
"3398","Marion Bartoli","Sloane Stephens",1,0
"3399","Marion Bartoli","Stefanie Voegele",1,0
"3400","Marion Bartoli","Svetlana Kuznetsova",1,1
"3401","Marion Bartoli","Vesna Dolonc",1,0
"3402","Marion Bartoli","Wing Yau Venise Chan",1,0
"3403","Marion Bartoli","Yaroslava Shvedova",1,0
"3404","Marketa Vondrousova","Mihaela Buzarnescu",1,0
"3405","Marketa Vondrousova","Nadia Podoroska",1,0
"3406","Marketa Vondrousova","Naomi Osaka",1,0
"3407","Marketa Vondrousova","Ons Jabeur",0,1
"3408","Marketa Vondrousova","Paula Badosa",1,1
"3409","Marketa Vondrousova","Polona Hercog",1,0
"3410","Marketa Vondrousova","Qiang Wang",1,0
"3411","Marketa Vondrousova","Quinn Gleason",1,0
"3412","Marketa Vondrousova","Rebecca Marino",1,0
"3413","Marketa Vondrousova","Rebecca Peterson",1,0
"3414","Marketa Vondrousova","Simona Halep",0,1
"3415","Marketa Vondrousova","Sorana Cirstea",1,0
"3416","Marketa Vondrousova","Su Wei Hsieh",0,2
"3417","Marketa Vondrousova","Varvara Gracheva",1,0
"3418","Marketa Vondrousova","Vera Zvonareva",1,0
"3419","Marketa Vondrousova","Viktorija Golubic",1,1
"3420","Marta Domachowska","Shelby Rogers",0,1
"3421","Marta Kostyuk","Mona Barthel",1,0
"3422","Marta Kostyuk","Saisai Zheng",1,0
"3423","Marta Kostyuk","Sara Sorribes Tormo",1,0
"3424","Marta Kostyuk","Shuai Zhang",1,0
"3425","Marta Kostyuk","Simona Halep",0,2
"3426","Marta Kostyuk","Sorana Cirstea",0,1
"3427","Marta Kostyuk","Su Wei Hsieh",1,0
"3428","Marta Kostyuk","Tamara Zidansek",1,0
"3429","Marta Kostyuk","Tsvetana Pironkova",0,1
"3430","Marta Kostyuk","Varvara Gracheva",1,1
"3431","Marta Kostyuk","Veronika Kudermetova",0,2
"3432","Marta Kostyuk","Yuki Naito",1,0
"3433","Martina Di Giuseppe","Qiang Wang",0,1
"3434","Martina Trevisan","Nina Stojanovic",0,1
"3435","Martina Trevisan","Ons Jabeur",0,1
"3436","Martina Trevisan","Sara Sorribes Tormo",0,1
"3437","Martina Trevisan","Shuai Zhang",0,1
"3438","Martina Trevisan","Sorana Cirstea",0,1
"3439","Martina Trevisan","Yaroslava Shvedova",0,1
"3440","Martina Trevisan","Yulia Putintseva",0,1
"3441","Maryna Zanevska","Natalia Vikhlyantseva",1,0
"3442","Maryna Zanevska","Nuria Parrizas Diaz",1,0
